,Review,Date,Stars,Restaurant
293,"taste very good, good service, happy meal.",a year ago, 5 stars ,Odette
294,"It’s a amazing and delicious lunch. We had a wonderful and unforgettable lunch. Everything is well prepared in detail. All dishes were delicious and outstanding. From staters, main course, dessert and even bread. I can only say it’s a …",a year ago, 5 stars ,Odette
295,"Had the 6 act lunch 4 days ago. It was very filling, I suppose the 4 act would be more than enough. …",a year ago, 4 stars ,Odette
296,,a year ago, 5 stars ,Odette
297,A phenomenal experience - the food and overall presentation were second to none. The staff were also very kind and made our experience a very memorable one. Odette lives up to its billing as one of the World's Top 50 restaurants.,a year ago, 5 stars ,Odette
298,good service,a year ago, 5 stars ,Odette
299,"I had a very good experience at Odette. I had 4 courses meal during lunch time and it was amazing. It was delicious, the waitress was very friendly and available and cosy environment.",a year ago, 5 stars ,Odette
300,"Amazing. Cuisine is really high. Every ingredient is in it's place. Courses are easy, tasteful, beautiful, interesting. Many complements and surprises. There were, for example, pre-dessert, dessert and post-dessert. …",a year ago, 5 stars ,Odette
301,,a year ago, 5 stars ,Odette
302,"Exquisite and sublime. Service was great, wine pairings were unique, and the food excellent",a year ago, 5 stars ,Odette
303,,a year ago, 5 stars ,Odette
304,"(Translated by Google) Unusual tastes

(Original)
Des goûts hors du commun",a year ago, 5 stars ,Odette
305,,a year ago, 5 stars ,Odette
306,"Service was close to immaculate, dishes were really refreshing. Add the truffle if you are intending to come as they are in season currently. Price range wise not the cheapest but definitely worth at a trip!",a year ago, 5 stars ,Odette
307,,a year ago, 5 stars ,Odette
308,"Fatastic food, wines and experience.",a year ago, 5 stars ,Odette
309,amazing place,a year ago, 5 stars ,Odette
310,Michelin 3stars. Everything is perfectly done!,a year ago, 4 stars ,Odette
311,,a year ago, 5 stars ,Odette
312,,a year ago, 5 stars ,Odette
313,Incredible. Food was beautiful to see and taste. Service was sublime.,a year ago, 5 stars ,Odette
314,,2 years ago, 5 stars ,Odette
315,"Absolutely worthy of its price. Balanced, creative, delicious dishes that will either have you moaning from pleasure or involuntarily smiling from ear to ear. There was also a nice fun factor in some of them, and even the progression of …",2 years ago, 5 stars ,Odette
316,,2 years ago, 5 stars ,Odette
317,"(Translated by Google) 3 stars

(Original)
3 stelle",2 years ago, 5 stars ,Odette
318,Various tastes that I have not experienced.,2 years ago, 4 stars ,Odette
319,"Best I’ve visited in years. The floor team professional and super sweet, the atmosphere just breathes well being and that is exactly the way we felt, safe and in good hands. The kitchen team glorious to look at from the table, as kitchen is open. Chef’s Julien’s dishes are super sexy and delicious.",2 years ago, 5 stars ,Odette
320,Thank goodness we went when they were at 2 Michelin Stars!  Truely deserving of the stars.,2 years ago, 5 stars ,Odette
321,I highly recommend this restaurant because the food there is really delicious and you cannot resist the aroma of every dishes they are serving. I like the plating and side dishes also the raw materials like shrimps and other seafood that …,2 years ago, 5 stars ,Odette
322,"(Translated by Google) It is stable and delicious.

(Original)
安定の美味しさです。",2 years ago, 4 stars ,Odette
323,"Dinner @odetterestaurant.  The food was good as was the presentation. Not spectacular but okay.  FOH dropped the ball.  Service was unsatisfactory.  Twice during the meal, food was served when one of the guests was not at the table. The …",2 years ago, 2 stars ,Odette
324,"The food at Odette was good, not stellar by any means, but very solid. The presentation was quite unique, the dishes were creative, the quality of ingredients, and the plating was well executed. …",2 years ago, 2 stars ,Odette
325,"if you get a table - u are lucky. when getting a table for 4 hand - you are super lucky. an exceptional Menu that comes with an exceptional check. but its fine dining - so, ok. will remember some dishes and some wines.",2 years ago, 5 stars ,Odette
326,"Absolutely amazing food and service, the food was a form of art and theatre. I've been to a lot of Michelin restaurants and can safely say that none of them can stand up against my experience at Odette.",2 years ago, 5 stars ,Odette
327,,2 years ago, 5 stars ,Odette
328,"Very disappointing! I had the 8 courses with wine pairing. Food was ok but not 'wow'. Nothing memorable. For the same budget, I prefer Les Amis, and from far... Wine pairing was a disaster, not matching with the dishes, mainly white and …",2 years ago, 2 stars ,Odette
329,great experience. we will definitely be back,2 years ago, 5 stars ,Odette
330,,2 years ago, 5 stars ,Odette
331,"(Translated by Google) Excellent 👍

(Original)
Exzellent 👍",2 years ago, 5 stars ,Odette
332,,2 years ago, 5 stars ,Odette
333,I always wanted to try Odette.. and it didn't let me down.. we had a very nice experience.. go there and enjoy the show ☺,2 years ago, 5 stars ,Odette
334,You’re in for a pleasant surprise coming in here. Food is world class and so is service.,2 years ago, 5 stars ,Odette
335,nice,2 years ago, 4 stars ,Odette
336,,2 years ago, 5 stars ,Odette
337,,2 years ago, 5 stars ,Odette
338,"This is a really top level restaurant and the experience is so impressive. It lives up to the top billing, though you will definitely pay top dollar for it. The service is performed by knowledgeable, interesting, savvy people. The dishes …",2 years ago, 5 stars ,Odette
339,,2 years ago, 4 stars ,Odette
340,"(Translated by Google) Excellent

(Original)
Excellent",2 years ago, 5 stars ,Odette
341,,2 years ago, 5 stars ,Odette
342,Had the 8 Acts for lunch today. Desserts were great. Everyone expects the best out of Asia's best restaurant but some dishes fell short. Pacing of the dishes being served were also extremely inconsistent. It was way too fast at the start. …,2 years ago, 3 stars ,Odette
343,Food and ambience is awesome. great svc too,2 years ago, 5 stars ,Odette
344,Brilliant atmosphere with superb food,2 years ago, 5 stars ,Odette
345,"Extremely satisfying fine dining experience. The taste of each dish is wonderful, and the service is impeccable. Overall this is an expensive restaurant, but it does stand up to its reputation and the price charged. Would like to visit again.",2 years ago, 5 stars ,Odette
346,,2 years ago, 5 stars ,Odette
347,Good food but not worthy of 2 stars,2 years ago, 3 stars ,Odette
348,"Wonderful experience, great staff and excellent food. The ambiance was very nice, tried the full 4 course for 2 and loved every dish",2 years ago, 5 stars ,Odette
349,Great place for special occasions!,2 years ago, 5 stars ,Odette
350,,2 years ago, 5 stars ,Odette
351,Really tasty,2 years ago, 5 stars ,Odette
352,,2 years ago, 5 stars ,Odette
353,Great,2 years ago, 5 stars ,Odette
354,"Amazing food, service and ambience!",2 years ago, 5 stars ,Odette
355,"Excellent! Far better than the Fat Duck and tops Attica by a fair margin. The restaurant is high class but without being pretentious, the staff very welcoming and friendly. …",2 years ago, 5 stars ,Odette
356,Unsurprisingly the visit was excellent. From the interior to the staff and of course the amazing food. I enjoyed every minute!,2 years ago, 5 stars ,Odette
357,,2 years ago, 5 stars ,Odette
358,"Amazing amazing experience. From the moment you step into the restaurant to the food until you leave, you will be impressed at every step. Service was impeccable and flawless, yet warm at the same time. Every dish served was perfect, every …",2 years ago, 5 stars ,Odette
359,"Amazing experience. Thank you! The dishes, the wine pairing and the service were outstanding!",2 years ago, 5 stars ,Odette
360,"It costs S$35 extra for the cheese. Was it worth it? We got to taste a lot of different kinds of cheese, both in taste and texture.All dishes were amazing, my favorites would be the Hokkaido uni and toast, abalone with foie gras, rosemary …",2 years ago, 5 stars ,Odette
361,"Oddette is probably in the top 5 best meals I've had in my life. I want to say top 3 (with Tickets and Akelarre as some other meals in that tier for me). I felt like the value of ambiance, service, and food was fairly matched by the cost of …",2 years ago, 5 stars ,Odette
362,,2 years ago, 1 star ,Odette
363,"Restaurant has a very nice ambience and the interior decor is very well done. Food is fantastic save for the Ricotta Cappellini which was a bit too rich and lacked any other flavour. Overall a very pleasant experience, will probably return again.",2 years ago, 4 stars ,Odette
364,,2 years ago, 5 stars ,Odette
365,"Third time here (had lunch and dinner previously) and was still very much impressed by their food, presentation and service. Love that they waive corkage for one bottle with each bottle purchased. The sommelier was very knowledgeable and …",2 years ago, 5 stars ,Odette
