,Unnamed: 0,Review,Date,Stars,Restaurant,feature_descriptors
2284,504,"Nice deco, excellent service but quality of food... Has room for improvement",3 years ago, 3 stars ,Odette,"{'deco': ['excellent'], 'service': [], 'quality': [], 'food': ['Has'], 'room': [], 'improvement': []}"
2285,505,"Came here last year during a special occasion. I’ve dined at Jaan when Chef Julien was the head chef there and there were a lot of similarities, even some repeated dishes. Having said that Odette surpassed Jaan in many ways, and it’s nice …",3 years ago, 5 stars ,Odette,"{'year': ['special'], 'occasion': ['dined', 'when', 'was'], 'head': [], 'chef': ['there', 'were'], 'lot': [], 'similarities': ['even', 'repeated'], 'dishes': ['said', 'surpassed', 'many'], 'ways': ['’s', 'nice']}"
2288,508,"outstanding, the dishes were well executed, impecable service. plan at least 2 hours. it s a fine dinning.",3 years ago, 5 stars ,Odette,"{'dishes': ['well', 'executed', 'impecable'], 'service': ['plan', 'at', 'least'], 'hours': ['s', 'fine'], 'dinning': []}"
2291,511,They recommended and excellent limited edition rum (Jamaican) as an alternative to the scotch that i ordered. The food was outstanding.,3 years ago, 5 stars ,Odette,"{'edition': [], 'rum': [], 'alternative': [], 'scotch': ['ordered'], 'food': ['outstanding']}"
2292,512,So wonderful experience ⁦👌🏼⁩,3 years ago, 5 stars ,Odette,"{'experience': [], '\u2066': [], '👌': [], '🏼\u2069': []}"
2293,513,Came with my partner. We had a memorable experience and surprise. Recommend for couples,3 years ago, 5 stars ,Odette,"{'partner': ['had', 'memorable'], 'experience': [], 'surprise': ['Recommend'], 'couples': []}"
2296,516,Wonderful dining experience. Very attentive and informative service.  Very creative dishes prepared with great care. Should allow 2.5  - 3 hours to really enjoy. A truly special restaurant.,3 years ago, 5 stars ,Odette,"{'dining': [], 'experience': ['Very', 'attentive', 'informative'], 'service': ['Very', 'creative'], 'dishes': ['prepared', 'great'], 'care': ['allow'], 'hours': ['really', 'enjoy', 'truly', 'special'], 'restaurant': []}"
2297,517,"Over the top dramatic presentation of food. Food itself was pretty interesting and good, service was great, but not something you would go to regularly, more for the experience than anything else.",3 years ago, 4 stars ,Odette,"{'presentation': [], 'food': [], 'Food': ['pretty', 'interesting', 'good'], 'service': ['was', 'great', 'go', 'regularly', 'more'], 'experience': ['else']}"
2298,518,"From the moment you enter to just before the bill, I was in heaven. The attention to details is amazing. The food (have the full on menu with wine pairing) was just YUM. Staff was very knowledgeable. They cater for vegetarians. And yes, it's very expensive, but every 2 star Michelin restaurant is. Bucket list material.",3 years ago, 5 stars ,Odette,"{'moment': ['enter', 'just'], 'bill': [], 'attention': [], 'details': ['amazing'], 'food': ['have', 'full'], 'menu': [], 'wine': ['pairing', 'just'], 'Staff': ['very', 'knowledgeable', 'cater'], 'vegetarians': ['very', 'expensive'], 'star': [], 'restaurant': ['is'], 'list': [], 'material': []}"
2301,521,Fantastic food and service,3 years ago, 5 stars ,Odette,"{'food': [], 'service': []}"
2302,522,Exquisite experience and a gastronomic delight!,3 years ago, 4 stars ,Odette,"{'experience': ['gastronomic'], 'delight': []}"
2303,523,"All good with top marks given to service level and the creativity to each and every course dished out. If I were to nikpick, I would say that the ambience of the restaurant can be further improved. Table layout not great for a few of the tables. Welcome plates and farewell gifts truely appreciated.",3 years ago, 4 stars ,Odette,"{'marks': ['given'], 'service': [], 'level': [], 'creativity': [], 'course': ['dished', 'were', 'nikpick', 'say'], 'ambience': [], 'restaurant': ['further', 'improved'], 'Table': [], 'layout': ['great', 'few'], 'tables': ['Welcome'], 'plates': [], 'farewell': [], 'gifts': ['truely', 'appreciated']}"
2304,524,"Had the most amazing dinner of my life. There was so much finesse in every dish and the service was impeccable. My photos don't do them enough justice! Truly deserving of their Michelin stars, and their ranking of 28th best restaurant in the world 💕",3 years ago, 5 stars ,Odette,"{'dinner': [], 'life': ['so', 'much', 'finesse'], 'dish': [], 'service': ['was', 'impeccable'], 'photos': ['do', 'enough'], 'justice': ['Truly', 'deserving'], 'stars': [], 'ranking': ['28th', 'best'], 'restaurant': [], 'world': ['💕']}"
2307,527,"Beautiful venue, nice and bright. Odd shape to the restaurant making some of the seating either very good or very bad. Food was unique but essentially the same as Jaan",3 years ago, 4 stars ,Odette,"{'venue': ['nice', 'bright', 'Odd'], 'shape': [], 'restaurant': ['making'], 'seating': ['very', 'good', 'very', 'bad'], 'Food': ['unique', 'essentially', 'same']}"
2309,529,Food aren't fantastic at all.. definitely not worth the price,3 years ago, 1 star ,Odette,"{'Food': ['fantastic', 'at', 'all', 'definitely', 'worth'], 'price': []}"
2313,533,"Odette, Singapore. 🌾💚🌿 #2michelinstars Love most dishes served during our dinner, but can understand why 2, not 3 michelin stars... main courses not as perfect as the spectacular amuse bouche, appetizers & desserts... In general, found …",3 years ago, 5 stars ,Odette,"{'🌿': ['Love', 'most'], 'dishes': ['served'], 'dinner': ['understand', 'why'], 'michelin': [], 'stars': ['main'], 'courses': ['as', 'perfect', 'spectacular'], 'amuse': [], 'bouche': [], 'appetizers': [], 'desserts': ['general', 'found']}"
2314,534,Nice décor and ambience. But quite overpriced.,3 years ago, 5 stars ,Odette,"{'décor': [], 'ambience': ['quite', 'overpriced']}"
2315,535,"food is exceptional, it s quite expensive, but worth to try.",3 years ago, 5 stars ,Odette,"{'food': ['exceptional', 's', 'quite', 'expensive', 'worth', 'try']}"
2316,536,One of the best vegetarian tasting menus I've had. Very fresh and flavour driven meals. Such a wide selection of ingredients all presented beautifully as a coherent flow of dishes. Service was really nice.,3 years ago, 5 stars ,Odette,"{'menus': ['had', 'Very', 'fresh'], 'flavour': ['driven'], 'meals': ['wide'], 'selection': [], 'ingredients': ['presented', 'beautifully', 'coherent'], 'flow': [], 'dishes': [], 'Service': ['really', 'nice']}"
2317,537,top!,3 years ago, 5 stars ,Odette,{'top': []}
2318,538,Some of the items in the dinner registration menu were questionable to my palate but I appreciated them nonetheless.,3 years ago, 4 stars ,Odette,"{'items': [], 'dinner': [], 'registration': [], 'menu': ['questionable'], 'palate': ['appreciated', 'nonetheless']}"
2321,541,"Top notch service at every point, complemented with life-changing food. I dislike beetroot but, surprisingly, I really enjoyed their beetroot dish. Their champagnes are very nice as well, & the servers are very knowledgeable with regards to the selection. A highly enjoyable experience.",3 years ago, 5 stars ,Odette,"{'service': [], 'point': ['complemented'], 'life': ['changing'], 'food': ['dislike', 'beetroot', 'surprisingly', 'really', 'enjoyed'], 'beetroot': [], 'dish': [], 'champagnes': ['very', 'nice', 'as', 'well'], 'servers': ['are', 'very', 'knowledgeable'], 'regards': [], 'selection': ['highly', 'enjoyable'], 'experience': []}"
2323,543,"Top notch, redefine fine dining. Well executed. Recommended!!",3 years ago, 5 stars ,Odette,"{'notch': ['redefine', 'fine'], 'dining': ['executed', 'Recommended']}"
2324,544,"One of the few restaurants in Singapore to receive Michelin 2 Stars, reservatiin is required, usually few weeks or more in advance. …",3 years ago, 4 stars ,Odette,"{'restaurants': ['receive'], 'reservatiin': ['required', 'usually', 'few'], 'weeks': ['more'], 'advance': []}"
2325,545,"I have eaten at Odette on a few occasions, and the most recent was at a dinner event last week. The quality of food never fails to impress me, and I have always enjoyed my dining experience with Odette. It’s a nice, cosy place to celebrate special occasions or to host intimate business lunches.",3 years ago, 5 stars ,Odette,"{'occasions': ['host', 'intimate'], 'dinner': [], 'event': ['last'], 'week': [], 'quality': [], 'food': ['never', 'fails', 'impress', 'always', 'enjoyed'], 'dining': [], 'experience': ['’s', 'nice', 'cosy'], 'place': ['celebrate', 'special'], 'business': [], 'lunches': []}"
2329,549,Easily is in top 3 of singapore restaraunts.,3 years ago, 5 stars ,Odette,"{'top': [], 'singapore': [], 'restaraunts': []}"
2330,550,"The restaurant operates with degustation menus only. We went with a large party with assorted dietary restrictions. They catered for our issues extremely well.
The food came out as separate works of art, that tasted beautiful. Very talented …",3 years ago, 5 stars ,Odette,"{'restaurant': ['operates'], 'degustation': [], 'menus': ['only', 'went', 'large'], 'party': ['assorted', 'dietary'], 'restrictions': ['catered'], 'issues': ['extremely', 'well'], 'food': ['came', 'separate'], 'works': [], 'art': ['tasted', 'beautiful', 'Very', 'talented']}"
2333,553,Every dish is a mysterious adventure waiting to surprise you.,3 years ago, 5 stars ,Odette,"{'dish': ['mysterious'], 'adventure': ['waiting', 'surprise']}"
2334,554,"O has gotten much better as compared to last year. Creative and seasonal ingredients that are superbly executed. best dish of the night had to be chocolate tube 2018, divine even for someone who's doesnt eat much choco. special mention to the sommelier who for my money does the best pairings in sg!",3 years ago, 5 stars ,Odette,"{'year': ['Creative', 'seasonal'], 'ingredients': ['superbly', 'executed', 'best'], 'dish': [], 'night': ['had', 'be'], 'chocolate': [], 'tube': ['divine', 'even', 'eat', 'much'], 'choco': ['special'], 'mention': [], 'sommelier': [], 'money': ['does', 'best'], 'pairings': ['sg']}"
2337,557,(Translated by Google) Recommended restaurant introduced by Hiroshi Fujiwara. It was the best! …,3 years ago, 5 stars ,Odette,"{'restaurant': ['introduced', 'best']}"
2338,558,"《 Odette 》✨ ✨best two star of Michelin！ 👉🏻#75singapore 🇸🇬 ☘️🍴🌎
。
。 …",3 years ago, 4 stars ,Odette,"{'✨': ['best'], 'star': ['🇸'], '🇬': ['☘', '️']}"
2339,559,Perfect!,4 years ago, 5 stars ,Odette,{}
2342,562,"Have a nice dinner here, the service is great,food is fine, I love the atmosphere.",4 years ago, 5 stars ,Odette,"{'dinner': ['here'], 'service': ['great'], 'food': ['is', 'fine', 'love'], 'atmosphere': []}"
2343,563,"Love at first sight, foods orgasm mode... and awesome service ..",4 years ago, 5 stars ,Odette,"{'Love': ['first'], 'sight': [], 'foods': ['orgasm'], 'mode': ['awesome'], 'service': []}"
2344,564,"2 star Michelin or not, this was fine dining the way it's supposed to be enjoyed. Simple elegant decor, friendly staff, layered complexities in the food and wine, Odette took us on a 3+ hour culinary Disneyland ride. The food delicious and …",4 years ago, 5 stars ,Odette,"{'star': ['fine', 'dining'], 'way': ['supposed', 'enjoyed', 'Simple', 'elegant'], 'decor': ['friendly'], 'staff': ['layered'], 'complexities': [], 'food': ['delicious'], 'wine': ['took'], 'hour': ['culinary'], 'ride': []}"
2345,565,Ok. Some impressive dishes. Others not. Mixed experience. Some wine pairings were odd and one wine was off. Would we go again. Maybe not.,4 years ago, 4 stars ,Odette,"{'dishes': [], 'Others': ['Mixed'], 'experience': [], 'wine': ['was', 'off', 'go', 'again', 'Maybe'], 'pairings': ['odd']}"
2346,566,When I first dined here I was not aware of their 2 Michelin star status as I did not make the reservation and had no idea where we were having lunch until the day before. It was a memorable experience. The service and the food were top notch. So much so that I came back the following week for a full tasting menu.,4 years ago, 5 stars ,Odette,"{'star': [], 'status': ['make'], 'reservation': ['had'], 'idea': ['where', 'having'], 'lunch': [], 'day': ['before', 'memorable'], 'experience': [], 'service': [], 'food': ['top'], 'notch': ['So', 'much', 'came', 'back', 'following'], 'week': ['full', 'tasting'], 'menu': []}"
2347,567,Fantastic restaurant. Lots of attention to detail! Also a fantastic location inside the national Gallery.,4 years ago, 5 stars ,Odette,"{'restaurant': [], 'Lots': [], 'attention': [], 'detail': ['Also', 'fantastic'], 'location': ['national']}"
2349,569,"Delightful setting, cosy and modern minimalistic. The food was delightful and the famed rosemary smoked eggs one sous vide were wonderful! The dishes were served with creativity and were refreshingly light for a degustation set since most …",4 years ago, 5 stars ,Odette,"{'setting': [], 'cosy': ['modern'], 'minimalistic': [], 'food': ['delightful', 'famed'], 'rosemary': ['smoked'], 'eggs': ['sous'], 'vide': ['were', 'wonderful'], 'dishes': ['served'], 'creativity': ['were', 'refreshingly', 'light'], 'degustation': ['set', 'most']}"
2350,570,Delightfully tasty. Private room booking has to be made months in advance. But well worth the wait!,4 years ago, 5 stars ,Odette,"{'room': [], 'booking': ['has', 'made'], 'months': [], 'advance': ['well', 'worth'], 'wait': []}"
2352,572,"(Translated by Google) It seems to be modern French with Michelin stars.

(Original)
ミシュラン星付きのモダンフレンチらしい。",4 years ago, 4 stars ,Odette,"{'stars': [], 'ミシュラン星付きのモダンフレンチらしい': []}"
2353,573,Excellent meal with great service and the Som really knew his stuff.,4 years ago, 5 stars ,Odette,"{'meal': ['great'], 'service': ['really', 'knew'], 'stuff': []}"
